Full Name,Short Code,BGA Cat,Exact point,Alt Feet ASL,Lat/Long to WGS84,Channel (MHz),Description & Remarks.,Dist  NMl,Dir, from Main Feature,Grid ref E/N  km & 2 dec,Map,Photo
Swindon South,SWS,A,M4 J15/A345,390,51 31.596N 001 43.513W,,Just NW of Badbury village.,3,SE,Swindon,41916 18089,SWS,SWS
Swainsthorpe,SWT,D#,Rail/Road,64,52 33.754N 001 16.235E,,"Level crossing in village, 1 km W of A140.  Avoid Norwich CTA 2.5 NMl to N",5,S,Norwich,62177 30110,SWT,SWT
Swindon W,SWW,A,M4 J16,361,51 32.717N 001 51.228W,,M4/A3102 roundabout WSW side of town near Wootton Bassett,3,SW,Swindon,41024 18294,SWW,SWW
Saxby Church,SXB,C,Church Tower,346,52 46.328N 000 47.186W,,"Church, North side of Saxby Village. 7km E of Melton Mobray. 8km SW of Saltby.  3km SSE of Melton Mast (MTM).",15,ENE,Leicester,48197 32008,SXB,SXB
Syre Bridge,SYB,A,River Bridge,161,58 22.288N 004 13.919W,,B873 bridge over Langdale burn just before it enters river Naver.  9 Nml S of Bettyhill on N coast of Scotland,33,WSW,Wick,26955 94472,SYB,SYB
Talgarth NW,TA1,B,A479/A438 Rbout,420,52 00.275N 003 14.686W,,"SE side of Bronllys village, 3NMl NW of Talgarth Gliding Site",20,WSW,Hereford,31465 23475,TA1,TA1
Talgarth W,TA2,A,A470 T Junction,482,51 59.910N 003 17.050W,,"1 NMl N of Llanfilo village, 4NMl WNW of Talgarth Gliding Site",21,WSW,Hereford,31193 23412,TA2,TA2
Talgarth S,TA3,D,A479 T junction,590,51 55.748N 003 11.326W,,"At Pont Waun Fach over R Rhiangoll, 3 NMl E of Llangorse Lake",19,SW,Hereford,31836 22629,TA3,TA3
Tarland,TAD,C,Church Spire,525,57 07.809N 002 51.171W,,3.5 NMl N of Gliding Site at Aboyne,24,W,Aberdeen,34847 80468,TAD,TAD
Talgarth,TAL,D#,Clubhouse,970,51 58.774N 003 12.366W,118.685,Black Mountains GC site. 2 NMl SE of Talgarth Village.,18,W,Hereford,31726 23192,TAL,TAL
Tarbert,TAR,D,Pier,36,55 51.935N 005 23.829W,,W side of Loch Fyne,22,W,Greenock,18753 66882,TAR,TAR
Taunton,TAU,A,M5 J25/A358,276,51 01.074N 003 03.827W,,E side of Town.,17,WNW,Yeovil,32548 12482,TAU,TAU
Tavistock,TAV,B,A386 Bridge,295,50 32.616N 004 09.072W,,Over river Tavy W side of town,9,N,Plymouth,24767 07375,TAV,TAV
Tibenham Start SE,TB1,A#,Rail/B1134,174,52 26.824N 001 10.481E,,"Level crossing 1 NMl SE of airfield, site of Norfolk GC",12,SSW,Norwich,61584 28797,TB1,TB1
Troutbeck,TBK,A,A66/A5091,919,54 38.176N 002 56.941W,,"T junction at Troutbeck village between Penrith and Keswick.  Caution, rugged terrain",12,S,Carlisle,33884 52721,TBK,TBK
Tetbury North,TBN,B,Road Junction,405,51 38.866N 002 08.628W,,"A433 Junction with Minor Road, NE Tetbury. R105 to SE.",10,S,Cheltenham,39015 19434,TBN,TBN
Tetbury South,TBS,B,Church,484,51 35.136N 002 15.474W,,Centre of Didmarton village near A433. 5nm SW Tetbury. R105 to NE.,20,SSW,Cheltenham,38226 18745,TBS,TBS
Tetbury West,TBW,B#,Chavenage House,489,51 39.322N 002 11.189W,,Chavenage Village NW Tetbury. On Edge of R105 to South.,15,S,Cheltenham,38720 19519,TBW,TBW
Tenby,TBY,B,Rail bridge,157,51 40.659N 004 42.829W,,A4218 bridge over railway NW side of town,28,W,Swansea,21247 20114,TBY,TBY
The Camp,TCM,D,Y junction,863,51 46.724N 002 07.538W,,Road junction S of village.  Used as Control Point by Cotswold GC,6,SSW,Cheltenham,39143 20890,TCM,TCM
Tindale,TDL,C,A689 T junction,623,54 55.852N 002 36.075W,,N side of Tindale village on N facing ridge.  1 NMl E of lake (Tindale Tarn) marked on half million air map,12,E,Carlisle,36157 55974,TDL,TDL
Tebay,TEB,A,M6 J38/A685,541,54 26.197N 002 35.861W,,M6 Bridge over access road to A 685 on NW side of village,24,NNE,Lancaster,36133 50474,TEB,TEB
Tenterden,TED,A,A28/Rail Bridge,174,51 03.855N 000 39.574E,,1.5 NMl WSW of town,12,NNE,Hastings,58645 13280,TED,TED
Telford East,TEE,A,A5/A41,331,52 41.717N 002 19.200W,,Roundabout 3 NMl N of Cosford A/F,16,E,Shrewsbury,37847 31089,TEE,TEE
Temple Guiting,TEG,D,Crossroads,922,51 57.414N 001 50.733W,,Crossroads in B4077 in the woods East of Oathill Quarry. East of Temple Guiting village.,9,ENE,Cheltenham,41071 22872,TEG,TEG
Telford,TEL,A,M54 J7/A5/B5061,240,52 41.441N 002 32.594W,,W side of Town.,7,E,Shrewsbury,36338 31047,TEL,TEL
Tenbury Wells,TEN,B,A4112/River Bridge,266,52 18.836N 002 35.696W,,"N side of town, S of T junct of A 4112 with A456.",16,NW,Worcester,35954 26859,TEN,TEN
Telford South,TES,B,Bridge,98,52 36.941N 002 26.530W,,"Bridge over river Severn at Coalport, east of the Ironbridge gorge towards the A442",12,ESE,Shrewsbury,37016 30208,TES,TES
Teviothead,TEV,C,R Teviot Bridge,560,55 20.522N 002 56.144W,,at T junction where A7 goes S from River Teviot. Caution - rugged terrain,27,N,Carlisle,34075 60573,TEV,TEV
Tewkesbury North,TEW,A,M5 J8/M50,174,52 02.868N 002 08.117W,,Centre of roundabout complex where line of extended M50 intersects with M5.  4 NMl N of town.,10,N,Cheltenham,39082 23883,TEW,TEW
Tarfside,TFS,D,River/Road Bridge,689,56 54.368N 002 50.155W,,"Nr village centre, Edzell/Loch Lee road br over Water of Tarf",26,SW,Aberdeen,34919 77973,TFS,TFS
Thame Church,THA,C,Church Tower,377,51 45.054N 000 58.860W,,"NW side of town, 500m SSW of rbt on A418 to Aylesbury",10,E,Oxford,47044 20629,THA,THA
Todhead,THD,A,Lighthouse,262,56 53.015N 002 12.917W,,"5 NMl S of Stonehaven, at Todhead Point",15,S,Aberdeen,38698 77693,THD,THD
Thetford,THE,A,A1066/A1088,128,52 24.703N 000 45.771E,,"Roundabout, SE edge of town just S of river Thet.",25,NE,Cambridge,58801 28289,THE,THE
Thorngumbald,THG,C,Crossroads,10,53 43.258N 000 10.265W,,"A1033 crossroads in village centre, 7 ESE of Hull",34,ESE,York,52078 42650,THG,THG
Thirsk,THI,A#,A170/A19,108,54 14.067N 001 19.579W,,"E side of town, 3 NMl NE of Topcliffe A/F on edge of ATZ",18,NW,York,44401 48229,THI,THI
Thame Rail Bridge,THM,A,A418/Rail Bridge,289,51 46.542N 000 57.009W,,"A418/Rail Bridge. NW of Haddenham, 2nm NE of Thame.",10,E,Oxford,47253 20908,THM,THM
Thornhill,THN,A,A702/River,20,55 14.418N 003 46.648W,,Bridge over river Nith on W side of town,10,NNW,Dumfries,28708 59545,THN,THN
Thornton,THO,A,A92/Rail Bridge,351,56 09.777N 003 08.273W,,"SE side of town, 3 NMl N of Kircaldy",13,N,Edinburgh,32943 69728,THO,THO
Thrapston,THP,A,A14/A605 Junction,266,52 23.476N 000 31.431W,,"Where line of A605 crosses centre of A14, SE edge of town",15,NE,Northampton,50055 27805,THP,THP
Tintern Abbey,TIA,D,Centre of ruined abbey,35,51 41.805N 002 40.615W,,In loop of R Wye 5 Nml N of Chepstow,20,S,Hereford,35331 19999,TIA,TIA
Tibenham,TIB,C#,Clubhouse,186,52 27.449N 001 09.695E,129.98,Norfolk GC site. Clubhouse is E of airfield.,12,SSW,Norwich,61490 28909,TIB,TIB
Tickhill,TIC,C,A1(M) Br over A631,43,53 25.962N 001 05.725W,,E edge of village,5,S,Doncaster,46020 39326,TIC,TIC
Tideswell Church,TID,B#,Church tower,978,53 16.720N 001 46.350W,,Village 2NMl SW of Derby & Lancs GC site at Camphill,22,NNW,Derby,41527 37577,TID,TID
Tiverton East,TIE,A,M5 J27/A361,502,50 55.049N 003 21.367W,,5 NMl E of Tiverton,13,NNE,Exeter,30477 11399,TIE,TIE
Tomatin,TIN,B,A9/River Bridge,984,57 20.150N 003 58.867W,,"East of Tomatin village and railway line.  11 NMl NNWof Aviemore. Caution, rugged terrain",10,SE,Inverness,28084 82899,TIN,TIN
Tiptree,TIP,C#,Crossroads,220,51 49.008N 000 44.675E,,S of two T junctions in village centre. LTMA base 3500 1 NMl to W,21,SW,Ipswich,58927 21669,TIP,TIP
Tisbury,TIS,C,Rail Br. over Road,318,51 03.537N 002 04.886W,,200m SW of station on S side of town,10,W,Salisbury,39439 12885,TIS,TIS
Tiverton,TIV,C,A361/A396,407,50 54.830N 003 29.546W,,"Rbt NNW edge of town, note other rbt NE of town",11,N,Exeter,29518 11377,TIV,TIV
Thornbury Northeast,TNE,A,M5 J14/B4509,384,51 38.253N 002 27.126W,,"3 NMl NE of Thornbury on E side of Falfield, 1.5 NMl SW of M5 Services",13,NNW,Bath,36881 19329,TNE,TNE
Telford NW,TNW,A,A442/B5062,177,52 45.550N 002 32.947W,,"Crossroads in Crudgington village, 4 NMl NW of Telford.  Avoid Shawbury and Ternhill traffic to NW",8,NE,Shrewsbury,36304 31809,TNW,TNW
Tockwith,TOC,C,Church Spire,75,53 57.918N 001 17.463W,,Centre of village E side of Marston Moor disused airfield,7,W,York,44661 45237,TOC,TOC
Toddington,TOD,A#,M1 Services Bridge,299,51 56.853N 000 30.142W,,TMA 3500ft.,5,NNE,Dunstable,50303 22873,TOD,TOD
Tongue,TOG,A,A836 T junction,150,58 28.565N 004 25.061W,,At acute bend in centre of village SE of causeway across Kyle of Tongue,60,N,Inverness,25911 95674,TOG,TOG
Torksey Viaduct,TOK,A,Viaduct,13,53 18.171N 000 44.839W,,Torksey Viaduct. Centre Support on Island in R. Trent.,9,NW,Lincoln,48358 37916,TOK,TOK
Tomintoul,TOM,C,A939/B9008,1312,57 15.182N 003 22.360W,,T junction E side of town,27,S,Lossiemouth,31728 81887,TOM,TOM
Tontine Inn,TON,A,A172 bridge over A19,180,54 23.415N 001 19.140W,,"Flyover, Y shaped junction 5 NMl NE of Northallerton",11,SE,Darlington,44432 49963,TON,TON
Torver,TOR,A,A593/A5084,351,54 20.284N 003 06.146W,,T Junction in village west side of Coniston Water,20,NW,Lancaster,32842 49417,TOR,TOR
Towcester,TOW,A,A5/A43 Rbt,289,52 08.378N 000 59.811W,,NW side of Town.,8,SW,Northampton,46875 24951,TOW,TOW
Tregaron,TRE,A,Bridge,574,52 13.195N 003 56.051W,,A485/B4343 bridge over river in centre of town,34,N,Swansea,26797 25973,TRE,TRE
Turriff,TRF,A,A947/B9024,197,57 31.998N 002 27.686W,,"T junct S side of town just S of river, note VRP for Aberdeen",25,NNW,Aberdeen,37247 84933,TRF,TRF
Thorne,TRN,A,M18 Br over railway,10,53 36.063N 000 59.441W,,1 NMl SW of Thorne village,6,NE,Doncaster,46689 41208,TRN,TRN
Trowbridge,TRO,C,Station/ A366 Bridge,121,51 19.147N 002 12.809W,,"Road Br over rly SE side of station, Near Town Centre.",7,SE,Bath,38522 15780,TRO,TRO
Truro NE,TRR,A,A39/A390,245,50 16.334N 005 02.077W,,T junction NE side of city,35,WSW,Plymouth,18386 04577,TRR,TRR
Truleigh,TRU,D#!,Aerial W,708,50 53.007N 000 15.614W,,"W Aerial Mast on S Downs at 708 ft spot height on 1:250,000 map, between DDK and STE. LTMA overhead at 3500 ft. Look for and avoid ILS and other traffic into Shoreham.",5,NW,Brighton,52248 11077,TRU,TRU
Truro West,TRW,A,Rail Junction,15,50 15.489N 005 04.457W,,Rail Y junction just S of A390 on WSW side of city.  Avoid Truro airfield ATZ to NW,38,WSW,Plymouth,18097 04432,TRW,TRW
Treyford,TRY,D,T junction,194,50 57.558N 000 49.617W,,S side of village under S Downs ridge between Cocking and Harting,14,SSE,Lasham,48248 11842,TRY,TRY
Telford SW,TSW,A,A4169 Bridge,180,52 38.183N 002 31.552W,,"Bridge over river Severn at Buildwas, west end of Ironbridge gorge just W of power station. 3NMl SW of Telford",10,ESE,Shrewsbury,36451 30442,TSW,TSW
Tuxford Rail Junction,TUJ,A,Rail/Rail Crossing,154,53 13.534N 000 52.656W,,1 NMl SE of Village,13,W,Lincoln,47503 37042,TUJ,TUJ
Tulla Loch East,TUL,C,A82/E end,361,56 33.290N 004 44.944W,,E end of water by the A 82 and a track to Allachader,25,ENE,Oban,23113 74370,TUL,TUL
Tummel Bridge,TUM,A,B846/River,492,56 42.472N 004 01.410W,,Bridge over river Tummel W side of village at W end of Loch Tummel. 10 NMl W of Pitlochry,27,NW,Perth,27622 75918,TUM,TUM
Tulla Loch West,TUW,A,River Shira Bridge,558,56 32.384N 004 48.812W,,"Victoria Bridge at Forest Lodge, west end of Loch Tulla.  Between Rannoch and Dalmally. Caution - rugged terrain",23,ENE,Oban,22710 74218,TUW,TUW
Ullswater,ULL,A,A592/B5320,66,54 36.677N 002 49.931W,,T junct N side of water W of Pooley Br vill. 17 NMl N of Kendal,17,S,Carlisle,34635 52433,ULL,ULL
Ulpha,ULP,B,Bridge,213,54 19.585N 003 14.228W,,"Minor road bridge over river Duddon at Ulpha village, 3NMl NNW of Broughton-in-Furness. Caution, rugged terrain",21,NW,Lancaster,31964 49302,ULP,ULP
Ulverston,ULV,C,Monument,62,54 12.152N 003 04.973W,,"On hill NE edge of town, 300 m NW of A 390",14,NW,Lancaster,32946 47907,ULV,ULV
Upavon Hangar W,UPA,C#,SE corner of west hangar,575,51 17.419N 001 46.738W,124.1,"NE side of small grass A/F, west of three hangars.  Near Wyvern Army GC clubhouse between the hangars.  1.5 NMl E of artillery range danger area D125",13,N,Salisbury,41551 15460,UPA,UPA
Ullapool,UPL,A,A835 bridge,65,57 54.275N 005 09.624W,,"Br over R Ullapool, N side of town.  Look out for traffic on ADR W6D",1,N,Ullapool,21283 89495,UPL,UPL
Uppingham N,UPP,A,A47/A6003,410,52 35.780N 000 43.502W,,1 NMl N of town,14,E,Leicester,48646 30060,UPP,UPP
Upper Sapey,UPS,C,Crossroads,546,52 16.038N 002 27.726W,,Cross roads in middle of village on B4203. 9km N of Bromyard.,10,WNW,Worcester,36856 26334,UPS,UPS
Upwood Hangar,UPW,C#,Centre of club hangar SW end of grass runway,75,52 25.947N 000 08.851W,129.98,0.5 NMl N of Upwood Village,10,SSE,Peterborough,52604 28322,UPW,UPW
Usk,USK,D#,Clubhouse,80,51 43.096N 002 50.776W,129.98,S Wales GC site.,21,S,Hereford,34164 20251,USK,USK
Uttoxeter,UTT,A,B5017/Rail Bridge,236,52 53.782N 001 51.587W,,"Just W of stn, SE edge of Town, 0.5 NMl NW of r'course.",14,W,Derby,40953 33322,UTT,UTT
Uffington White Horse,UWH,B,Head of White Horse,785,51 34.670N 001 33.987W,,7 NMl east of Swindon. White horse is stylised shape galloping west.,22,SW,Oxford,43014 18664,UWH,UWH
Vyrnwy,VRY,A,Dam Wall NE Side,167,52 45.766N 003 27.245W,,"Dam/B4393, no fields.",25,W,Shrewsbury,30198 31934,VRY,VRY
Waterbeck,WAB,B,B725/B722,355,55 05.117N 003 11.096W,,T junction W side of village 7 NMl ESE of Lockerbie,15,NW,Carlisle,32446 57740,WAB,WAB
Walford,WAL,C,A4113/B4530,299,52 20.912N 002 53.702W,,"T junction NE side of village, 5 NMl E of Knighton",18,NNW,Hereford,33913 27265,WAL,WAL
Wantage,WAN,B,A338 roundabout,322,51 35.852N 001 25.374W,,Only roundabout on A338 N side of town towards Grove.,12,SSW,Oxford,44007 18890,WAN,WAN
Watton,WAO,A,R/W 28/10 W End,207,52 33.845N 000 50.932E,,Disused airfield 1 NMl SW of village,18,WSW,Norwich,59319 30006,WAO,WAO
Warcop,WAR,C#,Bridge over R Eden,475,54 31.832N 002 23.909W,,"SW side of village 4 NMl SE of Appleby. W of Crossfell ridge, avoid D407 1NMl to the NE",28,SE,Carlisle,37431 51510,WAR,WAR
Washington,WAS,A,A24/A283 Roundabout,102,50 54.574N 000 24.483W,,"3 NMl ESE of Parham, LTMA is 1 NMl 3500 ft to the NE",10,WNW,Brighton,51202 11344,WAS,WAS
Watford Gap,WAT,A,M1 Serv/B5385 Br,276,52 18.537N 001 07.432W,,Bridge over M1 N side of service area.,9,NW,Northampton,45983 26823,WAT,WAT
Watch Water Reservoir,WAW,B,Northernmost point of reservoir,896,55 48.170N 002 32.459W,,Gives reduced flight over unlandable terrain than Whiteadder Reservoir when approached from Southern quadrant.,18,W,Berwick,36619 65675,WAW,WAW
Whiteburn,WBN,A,A697/A6089,690,55 43.140N 002 39.116W,,Y junction 4 NMl E of Lauder,21,W,Berwick,35914 64748,WBN,WBN
Weldon Bridge,WBR,A,A697/River Coquet,164,55 16.881N 001 46.971W,,5 Nml E of Rothbury,20,NNW,Newcastle,41389 59860,WBR,WBR
Wetherby South,WBS,A,A1 Bridge over A64,52,53 51.359N 001 20.647W,,5 NMl S of Wetherby and 4 NMl SSW of Tadcaster,11,WSW,York,44324 44017,WBS,WBS
Whitby Bridge,WBY,A,A171 bridge over river Esk,50,54 28.726N 000 36.825W,,S side of town,35,NNE,York,48992 51015,WBY,WBY
Winchcombe,WCB,C,Rail/A3632 Br,161,51 57.947N 001 57.316W,,"Bridge over disused rly, 1 Nml NE of Village.",5,NE,Cheltenham,40317 22970,WCB,WCB
Woodchurch Farm,WCH,D#,Grass Airstrip,140,51 06.000N 000 46.720E,,"4 Nml SW of Ashford, avoids Lashenden Airfield to the NW",15,NNE,Hastings,59464 13708,WCH,WCH
Widdrington Station,WDD,A,Rail/B1337,157,55 14.488N 001 37.007W,,5 Nml NNW of Ashington,21,N,Newcastle,42447 59421,WDD,WDD
Witheridge,WDG,A,T-junction,663,50 54.668N 003 41.812W,,"B3137/B3042, 9NMl W of Tiverton",14,NW,Exeter,28080 11378,WDG,WDG
Windermere,WDM,B,A592/A5074,148,54 21.853N 002 55.190W,,Crossroads S side of town,18,N,Lancaster,34033 49691,WDM,WDM
Westbury NE,WEB,A,Building,220,51 16.406N 002 09.545W,,"East end of group of buildings N of rail line, site of old Cement Works chimney, now demolished",10,SE,Bath,38900 15271,WEB,WEB
Westcott,WEC,A,A41/Dis Rly,374,51 51.424N 000 58.699W,,Where old railway intersects A41 NW of disused airfield.,12,ENE,Oxford,47046 21810,WEC,WEC
Wellington,WEG,A,B3187 br over Rail,469,50 59.087N 003 14.381W,,NW side of town.  6 NMl WSW of Taunton,18,NNE,Exeter,31308 12133,WEG,WEG
Welford,WEL,C,Church Spire,285,51 27.341N 001 24.782W,,Between disused airfield and M4.,6,NW,Newbury,44088 17313,WEL,WEL
Wendling,WEN,B,Old runway intersection,236,52 41.950N 000 50.897E,,Centre of disused airfield 4NMl W of E Dereham.  Avoid military traffic on Marham approach to N,16,W,Norwich,59256 31508,WEN,WEN
Westbury,WES,C,Rail Triangle/Bridge,200,51 16.327N 002 11.652W,,Small Br over Rly NW side of triangular junct N of town.,10,SE,Bath,38655 15257,WES,WES
Wetherby,WET,A,A1/River bridge,43,53 55.351N 001 22.941W,,"S of town, over River Wharfe",10,W,York,44066 44755,WET,WET
Weymouth,WEY,B,A353 bridge,30,50 36.812N 002 27.503W,,"Bridge over river Wey between two roundabouts, 1 NMl N of Portland harbour",21,SSE,Yeovil,36766 07941,WEY,WEY
Whitfield North,WFN,D,T-Junction,326,51 10.620N 001 17.529E,,Minor T-junction on A256. 1.3nm North of Whitfield.,10,SE,Canterbury,63020 14713,WFN,WFN
Wigton,WGT,A,Rail station,98,54 49.762N 003 09.852W,,N side of town just S of A596,9,SW,Carlisle,32531 54890,WGT,WGT
Wing W,WGW,C,West end of old runway,460,51 54.046N 000 45.851W,,"Wing disused airfield, W end of a line of trees",8,WNW,Dunstable,48512 22319,WGW,WGW
Whitchurch Hants,WH2,A,A34/Rail,360,51 14.290N 001 20.754W,,"A34 bridge over rail, NW side of village",12,WNW,Lasham,44576 14898,WH2,WH2
Whiddon Down,WHD,A,A30 Bridge,361,50 43.257N 003 50.939W,,"Minor road over A30, 0.5 Nml NE of Whiddon Down village, 5 Nml E of Okehampton.",12,W,Exeter,26958 09289,WHD,WHD
Whitchurch Shropshire,WHI,A,A525/Rail Br,331,52 58.031N 002 40.306W,,"Just S of station, E side of town.",15,N,Shrewsbury,35498 34130,WHI,WHI
Whitehaven Marina,WHM,B,Marina entrance,10,54 32.994N 003 35.365W,,E side of harbour,31,SW,Carlisle,29729 51835,WHM,WHM
Whittington,WHN,A,A134/B1112 Rbt,75,52 33.900N 000 31.643E,,NW side of village S of Br over R Wissey. 5 NMl ESE of Downham Mkt. Marham military airfield 6 NMl to N,25,NE,Cambridge,57140 29935,WHN,WHN
Whiteadder Reservoir,WHR,A,E end of B6355 Causeway,95,55 52.164N 002 34.035W,,"Where B6355 crosses water, 1 NMl SW of 1535 ft spot height.9 NMl S of Dunbar",22,E,Edinburgh,36460 66417,WHR,WHR
Whitstable,WHT,C,Station,289,51 21.458N 001 02.011E,,Near town centre,5,NNW,Canterbury,61130 16643,WHT,WHT
Whitchurch Shropshire West,WHW,C,A539/A525,223,52 57.823N 002 47.735W,,T juntion 4 NMl W of town,15,N,Shrewsbury,34666 34100,WHW,WHW
Whickham,WIC,C,A692/A6076,105,54 55.333N 001 40.564W,,"1 NMl S of town, 3 NMl W of Gateshead, CTR to NW",5,SW,Newcastle,42086 55866,WIC,WIC
Wingham,WIG,C,Church Spire,276,51 16.329N 001 12.789E,,100 m W of A257/B2046 junction in village centre,5,E,Canterbury,62422 15746,WIG,WIG
Wick West,WIK,A,Watten crossroads,70,58 28.281N 003 18.073W,,"A882/B870, 7 NMl W of active Wick airfield, S of Lake Watten.",7,WSW,Wick,32420 95441,WIK,WIK
Wimbleball,WIM,C,Reservoir Causeway,351,51 04.539N 003 27.708W,,E end of most E of two causeways crossing N side of reservoir. 7 NMl S of Minehead,22,N,Exeter,29769 13172,WIM,WIM
Wincanton,WIN,C,Grandstand S side,371,51 03.943N 002 24.846W,,Racecourse grandstand NNW edge of town.,22,W,Salisbury,37108 12968,WIN,WIN
Wisbech,WIS,A,A1101/River Bridge,7,52 40.034N 000 09.571E,,Bride over River Nene in Town Centre,15,ENE,Peterborough,54613 30991,WIS,WIS
Wilton West,WIW,A,A30/River,305,51 04.768N 001 56.023W,,"Br. over R. Nadder S edge of Barford St Martin village, 2.5 NMl W of Wilton. Inbound Boscombe traffic in E winds",5,W,Salisbury,40474 13113,WIW,WIW
Warkworth Bridge,WKB,A,A1068 bridge/ River Coquet,32,55 20.972N 001 36.578W,,"1NMl NW of Amble, N of Warkworth Castle",22,N,Newcastle,42485 60624,WKB,WKB
Worksop East,WKE,A#,A1/A57/A614,148,53 17.777N 001 01.942W,,"Westerly of 2 Rbts 3.5 NMl ESE of town, 3 NMl W of Retford/Gamston A/F",18,WNW,Lincoln,46459 37814,WKE,WKE
Wickwar,WKW,C,Roundabout,275,51 35.345N 002 23.891W,,Roundabout at South End of Village. East of Factory Complex.,13,N,Bath,37251 18788,WKW,WKW
West Lomond Hill,WLD,C,Trig point,1713,56 14.730N 003 17.811W,,"1713 ft spot height, 4 NML NNE of Portmoak",11,SSE,Perth,31973 70664,WLD,WLD
Willersley,WLL,B,A438/A4111,223,52 07.340N 003 00.052W,,T junction E side of village,12,WNW,Hereford,33157 24759,WLL,WLL
Wells,WLS,B,Cathedral Tower,151,51 12.616N 002 38.590W,,City Centre.,14,SW,Bath,35517 14587,WLS,WLS
Waternish Point,WLT,A,Lighthouse,33,57 36.464N 006 38.048W,,"Most NW point on the Isle of Skye.  Caution, rugged terrain",49,WSW,Ullapool,12331 86699,WLT,WLT
Worlingworth,WLW,D,T junction,197,52 15.654N 001 15.638E,,S side of village E of Poplar Farm,12,N,Ipswich,62261 26753,WLW,WLW
Woolley Down,WLY,C,A338 T junction,459,51 31.369N 001 25.508W,,"E of South Fawley village, 4 NMl S of Wantage. Minor road goes E from A338 near monument",9,NNW,Newbury,43998 18059,WLY,WLY
Wormingford East,WME,C,Reservoir,125,51 57.360N 000 52.617E,,"Central of 3 Small Reservoirs. Just E of A134, 6k E of Wormingford A/F.",12,WSW,Ipswich,59778 23252,WME,WME
Wormelow,WML,C#,Y-Junction,387,51 58.127N 002 44.444W,,Northernmost of two junctions between A466 and B4348 in village of Wormelow. D147 (Pontrilas) to West.,20,WNW,Gloucester,34921 23029,WML,WML
Wormingford West,WMW,C,Y-junction,220,51 56.771N 000 42.843E,,Centre of South-Easterly of two Y road junctions. 6k W of  Wormingford A/F.,17,WSW,Ipswich,58663 23100,WMW,WMW
